1,2013-01-07 13:10:00,461
1,2013-01-07 17:20:00,454
1,2013-01-07 17:30:00,454
1,2013-01-07 18:40:00,327
1,2013-01-07 20:30:00,323
1,2013-01-08 18:40:00,323
1,2013-01-08 19:30:00,323
1,2013-01-08 21:00:00,323
1,2013-01-09 11:00:00,323
1,2013-01-09 14:50:00,323
1,2013-01-09 15:10:00,318
1,2013-01-09 15:10:00,318
1,2013-01-09 15:20:00,318
1,2013-01-09 20:50:00,323
1,2013-01-09 21:40:00,323
1,2013-01-09 21:40:00,318
1,2013-01-09 21:50:00,318
1,2013-01-09 21:50:00,323
1,2013-01-09 22:20:00,323
1,2013-01-09 22:30:00,323
1,2013-01-09 23:10:00,323
1,2013-01-10 12:50:00,323
1,2013-01-10 13:20:00,323
1,2013-01-10 15:30:00,323
1,2013-01-10 15:30:00,323
1,2013-01-10 18:10:00,323
1,2013-01-10 19:10:00,323
1,2013-01-10 22:10:00,323
1,2013-01-10 22:10:00,323
1,2013-01-10 22:10:00,323
1,2013-01-10 22:20:00,323
1,2013-01-11 16:50:00,323
1,2013-01-11 16:50:00,323
1,2013-01-11 17:00:00,323
1,2013-01-11 18:30:00,330
1,2013-01-11 18:30:00,318
1,2013-01-11 20:50:00,323
1,2013-01-11 22:10:00,323
1,2013-01-12 10:20:00,323
1,2013-01-12 13:50:00,323
1,2013-01-12 22:40:00,323
1,2013-01-13 00:00:00,323
1,2013-01-13 01:00:00,323
1,2013-01-13 16:10:00,323
1,2013-01-13 22:30:00,323
1,2013-01-13 22:30:00,323
1,2013-01-13 23:10:00,323
1,2013-01-14 19:00:00,314
1,2013-01-14 21:30:00,312
1,2013-01-14 22:40:00,314
1,2013-01-14 23:10:00,323
1,2013-01-14 23:20:00,323
1,2013-01-14 23:30:00,323
1,2013-01-14 23:50:00,323
1,2013-01-15 00:00:00,323
1,2013-01-15 15:00:00,323
1,2013-01-15 17:10:00,314
1,2013-01-15 20:00:00,323
1,2013-01-15 23:00:00,323
1,2013-01-15 23:00:00,323
1,2013-01-15 23:00:00,323
1,2013-01-15 23:00:00,323
1,2013-01-16 09:20:00,323
1,2013-01-16 12:30:00,314
1,2013-01-16 18:10:00,314
1,2013-01-16 21:00:00,314
1,2013-01-16 21:10:00,312
1,2013-01-16 21:30:00,314
1,2013-01-16 21:30:00,314
1,2013-01-16 21:30:00,314
1,2013-01-16 21:40:00,314
1,2013-01-16 22:50:00,323
1,2013-01-16 23:00:00,323
1,2013-01-17 12:50:00,318
1,2013-01-17 16:00:00,318
1,2013-01-17 16:00:00,314
1,2013-01-17 23:30:00,323
1,2013-01-18 10:20:00,323
1,2013-01-18 13:30:00,314
1,2013-01-18 13:30:00,318
1,2013-01-18 13:30:00,318
1,2013-01-18 18:00:00,318
1,2013-01-18 18:00:00,314
1,2013-01-18 18:10:00,314
1,2013-01-18 18:10:00,314
1,2013-01-18 18:20:00,318
1,2013-01-18 18:20:00,308
1,2013-01-18 23:20:00,323
1,2013-01-19 10:20:00,323
1,2013-01-19 13:00:00,314
1,2013-01-19 14:50:00,314
1,2013-01-19 16:50:00,318
1,2013-01-19 17:40:00,314
1,2013-01-19 17:50:00,314
1,2013-01-19 17:50:00,314
1,2013-01-19 18:00:00,314
1,2013-01-19 19:40:00,314
1,2013-01-19 19:50:00,314
1,2013-01-19 20:10:00,314
1,2013-01-19 21:10:00,314
1,2013-01-19 22:20:00,314
1,2013-01-20 19:30:00,318
1,2013-01-20 22:40:00,318
1,2013-01-20 23:20:00,318
2,2013-01-07 08:10:00,272
2,2013-01-07 08:10:00,272
2,2013-01-07 08:10:00,272
2,2013-01-07 09:20:00,272
2,2013-01-07 10:00:00,264
2,2013-01-07 10:10:00,264
2,2013-01-07 10:10:00,264
2,2013-01-07 10:10:00,293
2,2013-01-07 10:20:00,277
2,2013-01-07 10:20:00,277
2,2013-01-07 10:20:00,277
2,2013-01-07 11:00:00,277
2,2013-01-07 11:10:00,304
2,2013-01-07 11:20:00,324
2,2013-01-07 11:30:00,341
2,2013-01-07 11:50:00,335
2,2013-01-07 11:50:00,335
2,2013-01-07 12:00:00,335
2,2013-01-07 12:00:00,335
2,2013-01-07 12:10:00,354
2,2013-01-07 12:30:00,401
2,2013-01-07 12:50:00,417
2,2013-01-07 13:30:00,420
2,2013-01-07 13:30:00,420
2,2013-01-07 14:00:00,413
2,2013-01-07 14:10:00,413
2,2013-01-07 14:20:00,413
2,2013-01-07 14:40:00,413
2,2013-01-07 15:10:00,406
2,2013-01-07 15:30:00,413
2,2013-01-07 16:40:00,413
2,2013-01-07 17:10:00,413
2,2013-01-07 17:10:00,413
2,2013-01-07 19:20:00,413
2,2013-01-07 19:20:00,413
2,2013-01-07 19:20:00,413
2,2013-01-07 20:40:00,355
2,2013-01-07 21:00:00,326
2,2013-01-07 21:50:00,303
2,2013-01-07 22:30:00,279
2,2013-01-08 07:40:00,272
2,2013-01-08 07:40:00,272
2,2013-01-08 07:40:00,272
2,2013-01-08 07:40:00,272
2,2013-01-08 09:30:00,272
2,2013-01-08 10:10:00,272
2,2013-01-08 10:40:00,272
2,2013-01-08 10:40:00,272
2,2013-01-08 11:10:00,264
2,2013-01-08 11:20:00,277
2,2013-01-08 11:30:00,277
2,2013-01-08 11:30:00,277
2,2013-01-08 11:40:00,277
